b0x, b0y, b0vx, b0vy,b1x, b1y, b1vx, b1vy,b2x, b2y, b2vx, b2vy
0.028754503,3.1285553,-0.26699188,-1.0836198,6.208775,1.0197551,0.047313534,0.13580291,-2.394844,1.6740836,0.6410394,0.26161215
0.026503883,3.1180227,-0.26633677,-1.0847523,6.209519,1.0211705,0.046424285,0.13298169,-2.388612,1.6770226,0.6407552,0.26563853
0.024258295,3.1074786,-0.26565078,-1.0859046,6.21026,1.0225598,0.045546897,0.13021132,-2.3823855,1.6799942,0.6404264,0.26963234
0.022018008,3.0969229,-0.26493463,-1.0870765,6.2109976,1.0239234,0.044681255,0.12749149,-2.376165,1.6829982,0.6400539,0.27359384
0.019783279,3.0863552,-0.26418898,-1.088268,6.2117324,1.0252619,0.043827232,0.12482189,-2.3699505,1.6860341,0.6396386,0.27752328
0.017554365,3.0757756,-0.26341447,-1.089479,6.2124643,1.0265756,0.04298471,0.122202195,-2.3637428,1.6891017,0.6391812,0.28142092
0.015331512,3.0651836,-0.2626118,-1.0907092,6.213193,1.0278649,0.042153556,0.11963209,-2.3575423,1.6922007,0.6386826,0.28528702
0.013114966,3.0545793,-0.26178163,-1.0919586,6.2139187,1.0291305,0.041333646,0.117111266,-2.3513494,1.6953306,0.63814366,0.28912187
0.010904963,3.0439622,-0.26092458,-1.093227,6.2146416,1.0303726,0.040524848,0.1146394,-2.3451645,1.6984912,0.6375652,0.2929257
0.00870194,3.0333328,-0.26004317,-1.0945156,6.2153616,1.0315918,0.039724678,0.112214044,-2.338988,1.7016823,0.63695234,0.2967022
0.0065072295,3.0226903,-0.25913703,-1.0958215,6.216079,1.0327892,0.038929358,0.10984319,-2.3328211,1.7049041,0.6363086,0.3004408
0.0043212897,3.012034,-0.25820613,-1.0971439,6.216794,1.0339658,0.038138278,0.10752897,-2.326664,1.708156,0.6356346,0.30413827
0.0021439225,3.0013635,-0.25724941,-1.0984801,6.217506,1.0351214,0.037349284,0.1052708,-2.3205168,1.7114377,0.63493115,0.30779284
-2.4653506e-05,2.9906788,-0.25626737,-1.0998298,6.218215,1.0362566,0.03656201,0.10306832,-2.31438,1.7147489,0.63419914,0.31140456
-0.0021841899,2.9799795,-0.25526062,-1.1011928,6.2189207,1.0373716,0.035776246,0.10092119,-2.3082538,1.718089,0.6334395,0.31497368
-0.004334443,2.9692657,-0.25422978,-1.1025691,6.2196236,1.0384672,0.034991764,0.098829046,-2.3021386,1.7214577,0.63265306,0.31850043
-0.006475175,2.958537,-0.25317547,-1.1039585,6.220323,1.0395437,0.034208335,0.096791536,-2.2960346,1.7248546,0.63184077,0.32198507
-0.008606154,2.9477935,-0.25209826,-1.1053607,6.2210197,1.0406018,0.033425733,0.0948083,-2.289942,1.7282792,0.6310035,0.32542783
